Name,Sub-Domain,Field,Country,Description,Dataset Link,File Count,Category,Original Format,Original Size (MB),JSONL Size (MB),Total Lines,Cleaned Size (MB),Cleaned Lines,License,Last Updated,Uploaded?,Cleaned?,Verified?,Is Synthetic?,Date Added,Author,Popularity,Tags,Note
The FOR509 Course Update Brings Multicloud DFIR Mastery to the ...,Incident Response and Forensics,Cybersecurity,Global,"The FOR509 Course Update Brings Multicloud DFIR Mastery to the Frontlines of Digital Forensics and Incident Response Aug 23 2025 The new FOR509 course recognizes that in a multicloud world, incidents rarely stay contained to one platform.",https://www.sans.org/blog/for509-course-update-brings-multicloud-dfir-mastery-frontlines-digital-forensics-incident-response,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
FOR563: Applied AI for Digital Forensics and Incident Response,Incident Response and Forensics,Cybersecurity,Global,"11 Sept 2025 ... FOR563 teaches DFIR professionals to harness private, local AI using Large Language Models (LLMs) for secure, hands-on investigation and analysis at scale.",https://www.sans.org/cyber-security-courses/applied-ai-local-large-language-models,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
akhil-dara,Incident Response and Forensics,Cybersecurity,Global,"Google Drive Forensics Suite **Professional evidence intelligence for Google Drive** — built for DFIR teams, internal audit, and DLP responders who need fast, read-only insight into massive Drive estates.",https://github.com/akhil-dara/GDrive-Forensics,,Repository,,25.00,,,,,Apache-2.0,2025-12-08,,,,,15/07/2026,,,,
google-research-datasets,Incident Response and Forensics,Cybersecurity,Global,AIS is an evaluation framework for assessing whether the output of natural language models only contains information about the external world that is ...,https://github.com/google-research-datasets/AIS,,Repository,,0.41,,,,,CC BY 4.0,2023-01-14,,,,,15/07/2026,,,,
A real-time machine-learning model for detecting and mitigating DDoS ...,Network Security,Cybersecurity,Global,"Hence, in this paper, we developed a machine-learning model for classifying network traffic and detecting DDoS attacks using a unique approach to pre-process the data. The most innovative aspect of our work is deploying our developed machine-learning model into an online real-time DDoS detection sys",https://link.springer.com/article/10.1186/s42400-025-00497-9,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
A hybrid deep learning model for detection and mitigation of DDoS ...,Network Security,Cybersecurity,Global,"The CIC-DDoS2019 dataset, which includes real-world vehicular traffic data with modern reflective DDoS attacks, is utilized for evaluation.",https://www.nature.com/articles/s41598-025-15215-1,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
From logs to tactics: unsupervised reconstruction of APT campaigns ...,Threat Intelligence,Cybersecurity,Global,"This includes: testing against synthetic adversary emulations using CALDERA, Atomic Red Team, and MITRE ATT&CK Evaluations; evaluating performance on real red ...",https://link.springer.com/article/10.1007/s10207-026-01254-w,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
10+ Free & Open-Source Threat-Hunting Tools for 2026 [Key Features ...,Security Operations,Cybersecurity,Global,Find the best free and open-source threat-hunting tools you can use in 2023 to keep your organization safe!,https://heimdalsecurity.com/blog/10-free-open-source-threat-hunting-tools/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
"Generative AI for cyber threat intelligence: applications, challenges ...",Threat Intelligence,Cybersecurity,Global,"This paper presents a comprehensive survey of the applications, challenges, and limitations of Generative AI (GenAI) in enhancing threat intelligence within cybersecurity, supported by real-world case studies. We examine a wide range of data sources in Cyber Threat Intelligence (CTI), including secu",https://link.springer.com/article/10.1007/s10462-025-11338-z,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
mjbommar,Threat Intelligence,Cybersecurity,Global,"This dataset enables research in cross-platform malware detection, architecture recognition, function boundary detection, compiler identification, binary ...",https://huggingface.co/datasets/mjbommar/binary-30k-tokenized,48,Dataset,,10298.95,,,,,CC BY 4.0,2025-11-14,,,,,15/07/2026,,,,
Attention-Augmented Deep Learning Architectures for Malware Detection ...,Threat Intelligence,Cybersecurity,Global,"Deep learning has shown promise in handling sequential data, such as API call sequences; yet, conventional models often struggle to capture critical subsequences within complex, variable-length inputs. This paper addresses this gap by systematically evaluating attention-augmented deep learning archi",https://www.cureusjournals.com/articles/12797-attention-augmented-deep-learning-architectures-for-malware-detection-through-system-call-sequence-analysis#!/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
"""CTIMD: Cyber threat intelligence enhanced malware detection ...",Threat Intelligence,Cybersecurity,Global,Bibliographic details on CTIMD: Cyber threat intelligence enhanced malware detection using API call sequences with parameters.,https://dblp.org/rec/journals/compsec/ChenZLZ24,1,Website,HTML,0.01,,,,,CC0-1.0,,,,,,15/07/2026,,,,
Comparative Analysis of Natural Language Processing Models for Malware ...,Threat Intelligence,Cybersecurity,Global,"Using the Spam Email Malware Detection (SEMD-600) dataset, we compare these models regarding precision, recall, F1 score, accuracy, and runtime. DistilBERT emerges as the most suitable option, achieving a recall of 0.792 and a runtime of 1.612 ms per email.",https://aclanthology.org/2024.nlpaics-1.7/,1,Website,HTML,0.01,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
From Theory to Practice: Code Generation Using LLMs for CAPEC and CWE ...,Application Security,Cybersecurity,Global,"To address this challenge, we present a novel dataset that provides examples of vulnerable code snippets corresponding to Common Attack Pattern Enumerations and Classifications (CAPEC) and Common Weakness Enumeration (CWE) descriptions.",https://arxiv.org/abs/2604.02548v1,1,Document,PDF,0.04,,,,,CC0-1.0,2026-04-06,,,,,15/07/2026,,,,
Secu-Table: a Comprehensive security table dataset for evaluating ...,Vulnerability Management,Cybersecurity,Global,"In this paper, we introduce Secu-Table dataset, composed of more than 1500 tables with more than 15k entities constructed using security data extracted from Common Vulnerabilities and Exposures (CVE) and Common Weakness Enumeration (CWE) data sources and annotated using Wikidata and the SEmantic Pro",https://arxiv.org/abs/2511.06301v1,1,Document,PDF,0.04,,,,,CC BY 4.0,2025-11-11,,,,,15/07/2026,,,,
The hunt for truly zero-CVE container images,Cloud Security,Cybersecurity,Global,"We all want zero Common Vulnerabilities and Exposures (CVEs) in our container images, and creating such images has become a business in itself. What started as ...",https://thenewstack.io/chainguard-and-the-hunt-for-truly-zero-cve-container-images/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
Rights of GDPR: All 8 Data Subject Rights Explained,Data Security and Privacy,Cybersecurity,Global,"Learn about the rights of GDPR, including access, erasure, portability, and objection. Practical guide to all 8 data subject rights with compliance steps.",https://termsbox.com/blog/rights-of-gdpr,,Website,HTML,,,,,,Royalty-free,,,,,,15/07/2026,,,,
Your complete guide to General Data Protection Regulation (GDPR ...,Data Security and Privacy,Cybersecurity,Global,GDPR Compliance means an organization that falls within the scope of the GDPR meets the requirements for properly handling personal data.,https://www.onetrust.com/blog/gdpr-compliance/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
GDPR v. Open Neuroimaging: The case of Europe's data sharing ...,Data Security and Privacy,Cybersecurity,Global,"Moreover, the GDPR empowers individuals with significant data subject rights, such as the right to erasure (Article 17, 'the right to be forgotten') and the ...",https://apertureneuro.org/article/144761-gdpr-v-open-neuroimaging-the-case-of-europe-s-data-sharing-dilemma,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
About the General Data Protection Regulation (GDPR),Data Security and Privacy,Cybersecurity,Global,"If you're subject to GDPR, you must complete all required fields within Data Studio > User Settings > Account & Privacy to comply with GDPR. Each user within a ...",https://cloud.google.com/data-studio/about-the-general-data-protection-regulation-gdpr,1,Website,HTML,0.67,,,,,CC BY 4.0,2026-07-10,,,,,15/07/2026,,,,
Hack23,"Governance, Risk and Compliance",Cybersecurity,Global,ISMS Document Library · Security Policies & Controls · Compliance & Frameworks · ⚡ Operations & Resilience · Strategy & Risk Management · Metrics & ...,https://github.com/Hack23/ISMS-PUBLIC,,Repository,,1.12,,,,,Apache-2.0,2026-07-12,,,,,15/07/2026,,,,
Data Protection Policy,"Governance, Risk and Compliance",Cybersecurity,Global,"Safeguard your data with our Data Protection Policy template. Customize, print, and download your policy to ensure compliance and protect sensitive info.",https://easylegaldocs.com/templates/policies/data-protection-policy/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Privacy Policy Template for Websites and Apps (and Examples),"Governance, Risk and Compliance",Cybersecurity,Global,Download our free privacy policy template for your website or app and learn how to fill it out properly with examples.,https://termly.io/resources/templates/privacy-policy-template/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
SIFT Workstation,Incident Response and Forensics,Cybersecurity,Global,The SIFT Workstation is a collection of free and open-source incident response and forensic tools designed to perform detailed digital forensic examinations in a variety of settings. It can match any current incident response and forensic tool suite.,https://www.sans.org/tools/sift-workstation,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
How to Use Autopsy for Disk Imaging & Evidence Extraction,Incident Response and Forensics,Cybersecurity,Global,"Learn how to use Autopsy for digital forensics, including disk image ingestion and step-by-step evidence extraction. A complete guide for beginners and professionals.",https://www.cyberforensicacademy.com/blog/how-to-use-autopsy-for-disk-imaging-evidence-extraction,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
RT-IoT2022 — Free Download,Network Security,Cybersecurity,Global,"""Real-time network traffic dataset from diverse IoT devices including normal behavior and various attacks (DDoS, brute-force, scans) for developing intrusion ...",https://iotdataset.com/data/uci-rt-iot2022,,Website,HTML,,,,,,CC BY 4.0,2026-01-26,,,,,15/07/2026,,,,
Exploring Robust Intrusion Detection: A Benchmark Study of Feature ...,Network Security,Cybersecurity,Global,"Despite progress in IoT botnet detection, significant gaps remain regarding feature transferability. Most studies focus on single datasets, achieving high in-domain accuracy but neglecting cross-dataset or cross-environment evaluations, leaving robustness and generalization unaddressed.",https://arxiv.org/html/2602.23874,1,Document,PDF,0.11,,,,,CC BY 4.0,2026-03-02,,,,,15/07/2026,,,,
Rushilpatel50,Penetration Testing,Cybersecurity,Global,"Web application penetration testing lab — DVWA on Metasploitable 2. Includes manual SQLi, XSS, auth testing, Burp Suite, SQLMap, ZAP, and professional pentest report.",https://github.com/Rushilpatel50/web-app-penetration-testing-lab,,Repository,,10.81,,,,,MIT,2026-06-18,,,,,15/07/2026,,,,
Top Dark Web Monitoring Tools 2026 Free & Paid Options,Penetration Testing,Cybersecurity,Global,Compare top dark web monitoring tools in 2026. Explore free and paid solutions for detecting stolen data and preventing costly breaches.,https://deepstrike.io/blog/best-dark-web-monitoring-tools,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Penetration Testing Report: A complete Guide in 2026,Penetration Testing,Cybersecurity,Global,"Penetration testing report provides a comprehensive summary of the system's vulnerabilities, it helps organizations to improve their security posture.",https://qualysec.com/penetration-testing-report-a-comprehensive-guide/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Central Data Library Policy,Security Operations,Cybersecurity,Global,"Sigma / NRIS ... Role-based access control (RBAC): PL and XO are given full access to manage the library and users, in particular, description of RBAC-rules ...",https://www.sigma2.no/central-data-library-policy,,Website,HTML,,,,,,Free to use,2026-07-09,,,,,15/07/2026,,,,
